from_node_token,from_node_Case,from_node_Number,from_node_Person,from_node_PronType,from_node_lemma,from_node_upos,from_node_xpos,to_node_token,deprel,label,doc_id,from_node_Tense,from_node_VerbForm,to_node_Case,to_node_Number,to_node_Person,to_node_PronType,to_node_lemma,to_node_upos,to_node_xpos,from_node_Mood,to_node_Gender,to_node_Degree,from_node_Voice,to_node_NumType,from_node_NumType,from_node_Degree,to_node_Poss,from_node_Poss,to_node_Tense,to_node_VerbForm,from_node_Gender,to_node_Mood,to_node_Voice,to_node_Reflex,to_node_Foreign
time.n.08,,,,,,,,now,,EQU,en/p24/d2228,,,,,,,,,,,,,,,,,,,,,,,,,
disorganized.a.01,,,,,disorganized,ADJ,JJ,female.n.02,nsubj,Theme,en/p24/d2228,,,,Sing,,,Tom,PROPN,NNP,,,,,,,Pos,,,,,,,,,
disorganized.a.01,,,,,disorganized,ADJ,JJ,time.n.08,,Time,en/p24/d2228,,,,,,,,,,,,,,,,Pos,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,,EQU,en/p24/d2958,,,,,,,,,,,,,,,,,,,,,,,,,
have.v.01,,,,,have,VERB,VBP,person.n.01,nsubj,Experiencer,en/p24/d2958,Pres,Fin,Nom,Sing,1,Prs,I,PRON,PRP,Ind,,,,,,,,,,,,,,,
have.v.01,,,,,have,VERB,VBP,time.n.08,,Time,en/p24/d2958,Pres,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
have.v.01,,,,,have,VERB,VBP,appendicitis.n.01,obj,Stimulus,en/p24/d2958,Pres,Fin,,Sing,,,appendicitis,NOUN,NN,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p24/d2958,,,,,,,,,,,,,,,,,,,,,,,,,
destroy.v.01,,,,,destroy,VERB,VBD,typhoon.n.01,nsubj,Causer,en/p24/d2780,Past,Fin,,Sing,,,typhoon,NOUN,NN,Ind,,,,,,,,,,,,,,,
destroy.v.01,,,,,destroy,VERB,VBD,house.n.01,obj,Time,en/p24/d2780,Past,Fin,,Plur,,,house,NOUN,NNS,Ind,,,,,,,,,,,,,,,
destroy.v.01,,,,,destroy,VERB,VBD,time.n.08,,Patient,en/p24/d2780,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
house.n.01,,Plur,,,house,NOUN,NNS,many.a.01,amod,TPR,en/p24/d2780,,,,,,,many,ADJ,JJ,,,Pos,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,Quantity,en/p24/d2780,,,,,,,,,,,,,,,,,,,,,,,,,
father.n.01,,Sing,,,father,NOUN,NN,person.n.01,nmod:poss,Role,en/p24/d3109,,,,Sing,1,Prs,my,PRON,PRP$,,,,,,,,Yes,,,,,,,,
person.n.01,,Sing,1,Prs,my,PRON,PRP$,speaker,,Of,en/p24/d3109,,,,,,,,,,,,,,,,,,Yes,,,,,,,
trip.n.01,,Sing,,,trip,NOUN,NN,father.n.01,nsubj,Theme,en/p24/d3109,,,,Sing,,,father,NOUN,NN,,,,,,,,,,,,,,,,
trip.n.01,,Sing,,,trip,NOUN,NN,time.n.08,,Time,en/p24/d3109,,,,,,,,,,,,,,,,,,,,,,,,,
trip.n.01,,Sing,,,trip,NOUN,NN,international.a.01,amod,Location,en/p24/d3109,,,,,,,international,ADJ,JJ,,,Pos,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p24/d3109,,,,,,,,,,,,,,,,,,,,,,,,,
lesbian.n.01,,Sing,,,lesbian,NOUN,NN,time.n.08,,Time,en/p24/d2193,,,,,,,,,,,,,,,,,,,,,,,,,
lesbian.n.01,,Sing,,,lesbian,NOUN,NN,person.n.01,nsubj,Co-Theme,en/p24/d2193,,,Nom,Sing,1,Prs,I,PRON,PRP,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p24/d2193,,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,,Role,en/p24/d2193,,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,Plur,1,Prs,we,PRON,PRP,speaker,,EQU,en/p24/d1880,,,,,,,,,,,,,,,,,,,,,,,,,
pick.v.02,,Plur,1,,pick,VERB,VBD,person.n.01,nsubj,Agent,en/p24/d1880,Past,Fin,Nom,Plur,1,Prs,we,PRON,PRP,Ind,,,,,,,,,,,,,,,
pick.v.02,,Plur,1,,pick,VERB,VBD,time.n.08,,Time,en/p24/d1880,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
pick.v.02,,Plur,1,,pick,VERB,VBD,flower.n.01,obj,Theme,en/p24/d1880,Past,Fin,,Plur,,,flower,NOUN,NNS,Ind,,,,,,,,,,,,,,,
pick.v.02,,Plur,1,,pick,VERB,VBD,garden.n.01,obl,Location,en/p24/d1880,Past,Fin,,Sing,,,garden,NOUN,NN,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p24/d1880,,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,,EQU,en/p51/d2164,,,,,,,,,,,,,,,,,,,,,,,,,
climb.v.01,,,,,climb,VERB,VBN,person.n.01,nsubj,Theme,en/p51/d2164,Past,Part,Nom,Sing,1,Prs,I,PRON,PRP,,,,,,,,,,,,,,,,
climb.v.01,,,,,climb,VERB,VBN,female.n.02,obj,Time,en/p51/d2164,Past,Part,,Sing,,,Fuji,PROPN,NNP,,,,,,,,,,,,,,,,
climb.v.01,,,,,climb,VERB,VBN,time.n.08,,Path,en/p51/d2164,Past,Part,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Fuji,PROPN,NNP,Fuji,,TPR,en/p51/d2164,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,Name,en/p51/d2164,,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Althea,PROPN,NNP,who.n.01,nsubj,Co-Theme,en/p51/d1395,,,,,,Int,who,PRON,WP,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Althea,PROPN,NNP,time.n.08,,Theme,en/p51/d1395,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,Name,en/p51/d1395,,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Mary,PROPN,NNP,Mary,,Name,en/p51/d3252,,,,,,,,,,,,,,,,,,,,,,,,,
yodel.v.01,,Sing,3,,yodel,VERB,VBZ,female.n.02,nsubj,Agent,en/p51/d3252,Pres,Fin,,Sing,,,Mary,PROPN,NNP,Ind,,,,,,,,,,,,,,,
yodel.v.01,,Sing,3,,yodel,VERB,VBZ,time.n.08,,Time,en/p51/d3252,Pres,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p51/d3252,,,,,,,,,,,,,,,,,,,,,,,,,
year.n.01,,Plur,,,year,NOUN,NNS,seventeen,nummod,Name,en/p51/d0784,,,,,,,seventeen,,CD,,,,,Card,,,,,,,,,,,
female.n.02,,Sing,,,Helen,PROPN,NNP,Helen,,EQU,en/p51/d0784,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,Unit,en/p51/d0784,,,,,,,,,,,,,,,,,,,,,,,,,
old.a.01,,,,,old,ADJ,JJ,year.n.01,obl:npmod,Theme,en/p51/d0784,,,,Plur,,,year,NOUN,NNS,,,,,,,Pos,,,,,,,,,
old.a.01,,,,,old,ADJ,JJ,female.n.02,nsubj,Time,en/p51/d0784,,,,Sing,,,Helen,PROPN,NNP,,,,,,,Pos,,,,,,,,,
old.a.01,,,,,old,ADJ,JJ,time.n.08,,Value,en/p51/d0784,,,,,,,,,,,,,,,,Pos,,,,,,,,,
need.v.01,,Sing,3,,need,VERB,VBZ,air.n.01,obj,Pivot,en/p51/d2669,Pres,Fin,,Sing,,,air,NOUN,NN,Ind,,,,,,,,,,,,,,,
need.v.01,,Sing,3,,need,VERB,VBZ,time.n.08,,Time,en/p51/d2669,Pres,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
need.v.01,,Sing,3,,need,VERB,VBZ,tire.n.01,nsubj,Theme,en/p51/d2669,Pres,Fin,,Sing,,,tire,NOUN,NN,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p51/d2669,,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,,EQU,en/p51/d3319,,,,,,,,,,,,,,,,,,,,,,,,,
have.v.01,,,,,have,VERB,VBP,person.n.01,nsubj,Pivot,en/p51/d3319,Pres,Fin,Nom,Sing,1,Prs,I,PRON,PRP,Ind,,,,,,,,,,,,,,,
have.v.01,,,,,have,VERB,VBP,pair.n.02,obj,Time,en/p51/d3319,Pres,Fin,,Sing,,,pair,NOUN,NN,Ind,,,,,,,,,,,,,,,
have.v.01,,,,,have,VERB,VBP,time.n.08,,Theme,en/p51/d3319,Pres,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
pair.n.02,,Sing,,,pair,NOUN,NN,mitten.n.01,nmod,EQU,en/p51/d3319,,,,Plur,,,mitten,NOUN,NNS,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,Quantity,en/p51/d3319,,,,,,,,,,,,,,,,,,,,,,,,,
steal.v.01,,,,,steal,VERB,VBD,someone.n.01,nsubj,Agent,en/p51/d2032,Past,Fin,,Sing,,,someone,PRON,NN,Ind,,,,,,,,,,,,,,,
steal.v.01,,,,,steal,VERB,VBD,money.n.01,obj,Time,en/p51/d2032,Past,Fin,,Sing,,,money,NOUN,NN,Ind,,,,,,,,,,,,,,,
steal.v.01,,,,,steal,VERB,VBD,time.n.08,,Theme,en/p51/d2032,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
money.n.01,,Sing,,,money,NOUN,NN,female.n.02,nmod:poss,TPR,en/p51/d2032,,,,Sing,3,Prs,she,PRON,PRP$,,Fem,,,,,,Yes,,,,,,,,
time.n.08,,,,,,,,now,,Owner,en/p51/d2032,,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,J.,PROPN,NNP,J.,,Name,en/p51/d1485,,,,,,,,,,,,,,,,,,,,,,,,,
scientist.n.01,,Sing,,,scientist,NOUN,NN,female.n.02,nsubj,Theme,en/p51/d1485,,,,Sing,,,J.,PROPN,NNP,,,,,,,,,,,,,,,,
scientist.n.01,,Sing,,,scientist,NOUN,NN,English.a.01,amod,Time,en/p51/d1485,,,,,,,English,ADJ,JJ,,,Pos,,,,,,,,,,,,,
scientist.n.01,,Sing,,,scientist,NOUN,NN,time.n.08,,Co-Theme,en/p51/d1485,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,Source,en/p51/d1485,,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,,EQU,en/p51/d2665,,,,,,,,,,,,,,,,,,,,,,,,,
gain.v.09,,,,,gain,VERB,VBN,person.n.01,nsubj,Theme,en/p51/d2665,Past,Part,Nom,Sing,1,Prs,I,PRON,PRP,,,,,,,,,,,,,,,,
gain.v.09,,,,,gain,VERB,VBN,kilogram.n.01,obj,Time,en/p51/d2665,Past,Part,,Plur,,,kilogram,NOUN,NNS,,,,,,,,,,,,,,,,
gain.v.09,,,,,gain,VERB,VBN,time.n.08,,Value,en/p51/d2665,Past,Part,,,,,,,,,,,,,,,,,,,,,,,
kilogram.n.01,,Plur,,,kilogram,NOUN,NNS,five,nummod,TPR,en/p51/d2665,,,,,,,five,,CD,,,,,Card,,,,,,,,,,,
time.n.08,,,,,,,,now,,Quantity,en/p51/d2665,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p51/d2373,,,,,,,,,,,,,,,,,,,,,,,,,
moo.v.01,,,,,moo,VERB,VBG,bull.n.11,nsubj,Agent,en/p51/d2373,Pres,Part,,Sing,,,bull,NOUN,NN,,,,,,,,,,,,,,,,
moo.v.01,,,,,moo,VERB,VBG,time.n.08,,Time,en/p51/d2373,Pres,Part,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,Plur,1,Prs,we,PRON,PRP,speaker,,EQU,en/p51/d2715,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p51/d2715,,,,,,,,,,,,,,,,,,,,,,,,,
look.v.01,,,,,look,VERB,VBG,person.n.01,nsubj,Agent,en/p51/d2715,Pres,Part,Nom,Plur,1,Prs,we,PRON,PRP,,,,,,,,,,,,,,,,
look.v.01,,,,,look,VERB,VBG,time.n.08,,Time,en/p51/d2715,Pres,Part,,,,,,,,,,,,,,,,,,,,,,,
look.v.01,,,,,look,VERB,VBG,someone.n.01,obl,Theme,en/p51/d2715,Pres,Part,,Sing,,,someone,PRON,NN,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Jeannie,PROPN,NNP,Jeannie,,Name,en/p51/d1946,,,,,,,,,,,,,,,,,,,,,,,,,
hair.n.01,,Sing,,,hair,NOUN,NN,female.n.02,nmod:poss,PartOf,en/p51/d1946,,,,Sing,,,Jeannie,PROPN,NNP,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p51/d1946,,,,,,,,,,,,,,,,,,,,,,,,,
bluer.a.01,,,,,bluer,ADJ,JJR,hair.n.01,nsubj,ColourOf,en/p51/d1946,,,,Sing,,,hair,NOUN,NN,,,,,,,Cmp,,,,,,,,,
bluer.a.01,,,,,bluer,ADJ,JJR,time.n.08,,Time,en/p51/d1946,,,,,,,,,,,,,,,,Cmp,,,,,,,,,
bluer.a.01,,,,,bluer,ADJ,JJR,eye.n.01,obl,Degree,en/p51/d1946,,,,Plur,,,eye,NOUN,NNS,,,,,,,Cmp,,,,,,,,,
eye.n.01,,Plur,,,eye,NOUN,NNS,hair.n.01,,Theme,en/p51/d1946,,,,Sing,,,hair,NOUN,NN,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p51/d3008,,,,,,,,,,,,,,,,,,,,,,,,,
notorious.a.01,,,,,notorious,ADJ,JJ,air_pollution.n.01,obl,Theme,en/p51/d3008,,,,Sing,,,pollution,NOUN,NN,,,,,,,Pos,,,,,,,,,
notorious.a.01,,,,,notorious,ADJ,JJ,time.n.08,,Time,en/p51/d3008,,,,,,,,,,,,,,,,Pos,,,,,,,,,
notorious.a.01,,,,,notorious,ADJ,JJ,district.n.01,nsubj,Causer,en/p51/d3008,,,,Sing,,,district,NOUN,NN,,,,,,,Pos,,,,,,,,,
female.n.02,,Sing,,,June,PROPN,NNP,18,nummod,TPR,en/p51/d1252,,,,,,,18,,CD,,,,,Card,,,,,,,,,,,
adjourn.v.01,,,,,adjourn,VERB,VBN,negotiation.n.01,nsubj:pass,Theme,en/p51/d1252,Past,Part,,Plur,,,negotiation,NOUN,NNS,,,,Pass,,,,,,,,,,,,
adjourn.v.01,,,,,adjourn,VERB,VBN,female.n.02,obl,Time,en/p51/d1252,Past,Part,,Sing,,,June,PROPN,NNP,,,,Pass,,,,,,,,,,,,
adjourn.v.01,,,,,adjourn,VERB,VBN,time.n.08,,Finish,en/p51/d1252,Past,Part,,,,,,,,,,,Pass,,,,,,,,,,,,
time.n.08,,,,,,,,now,,MonthOfYear,en/p51/d1252,,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Kazem,PROPN,NNP,Kazem,,TPR,en/p51/d1387,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,Name,en/p51/d1387,,,,,,,,,,,,,,,,,,,,,,,,,
assassinate.v.01,,,,,assassinate,VERB,VBN,where.r.01,advmod,Location,en/p51/d1387,Past,Part,,,,Int,where,ADV,WRB,,,,,,,,,,,,,,,,
assassinate.v.01,,,,,assassinate,VERB,VBN,female.n.02,nsubj,Time,en/p51/d1387,Past,Part,,Sing,,,Kazem,PROPN,NNP,,,,,,,,,,,,,,,,
assassinate.v.01,,,,,assassinate,VERB,VBN,time.n.08,,Patient,en/p51/d1387,Past,Part,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p51/d0033,,,,,,,,,,,,,,,,,,,,,,,,,
take_off.v.06,,,,,take,VERB,VBG,aircraft.n.01,nsubj,Theme,en/p51/d0033,Pres,Part,,Sing,,,aircraft,NOUN,NN,,,,,,,,,,,,,,,,
take_off.v.06,,,,,take,VERB,VBG,time.n.08,,Time,en/p51/d0033,Pres,Part,,,,,,,,,,,,,,,,,,,,,,,
hire.v.01,,Sing,3,,hire,VERB,VBD,female.n.02,nsubj,Agent,en/p51/d0935,Past,Fin,Nom,Sing,3,Prs,she,PRON,PRP,Ind,Fem,,,,,,,,,,,,,,
hire.v.01,,Sing,3,,hire,VERB,VBD,investigator.n.01,obj,Time,en/p51/d0935,Past,Fin,,Sing,,,investigator,NOUN,NN,Ind,,,,,,,,,,,,,,,
hire.v.01,,Sing,3,,hire,VERB,VBD,time.n.08,,Theme,en/p51/d0935,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
investigator.n.01,,Sing,,,investigator,NOUN,NN,private.a.01,amod,TPR,en/p51/d0935,,,,,,,private,ADJ,JJ,,,Pos,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,Role,en/p51/d0935,,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p51/d2982,,,,,,,,,,,,,,,,,,,,,,,,,
free.v.01,,,,,free,VERB,VBD,female.n.02,nsubj,Agent,en/p51/d2982,Past,Fin,,Sing,,,Tom,PROPN,NNP,Ind,,,,,,,,,,,,,,,
free.v.01,,,,,free,VERB,VBD,time.n.08,,Time,en/p51/d2982,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
free.v.01,,,,,free,VERB,VBD,bird.n.01,obj,Theme,en/p51/d2982,Past,Fin,,Sing,,,bird,NOUN,NN,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p51/d2982,,,,,,,,,,,,,,,,,,,,,,,,,
wife.n.01,,Sing,,,wife,NOUN,NN,perfect.a.01,amod,Name,en/p51/d3431,,,,,,,perfect,ADJ,JJ,,,Pos,,,,,,,,,,,,,
anything.n.01,,Sing,,,anything,PRON,NN,wife.n.01,conj,Theme,en/p51/d3431,,,,Sing,,,wife,NOUN,NN,,,,,,,,,,,,,,,,
anything.n.01,,Sing,,,anything,PRON,NN,female.n.02,nsubj,Time,en/p51/d3431,,,,Sing,,,Mrs.,PROPN,NNP,,,,,,,,,,,,,,,,
anything.n.01,,Sing,,,anything,PRON,NN,time.n.08,,Co-Theme,en/p51/d3431,,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Mrs.,PROPN,NNP,Mrs.,,TPR,en/p51/d3431,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,Role,en/p51/d3431,,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,,EQU,en/p51/d2074,,,,,,,,,,,,,,,,,,,,,,,,,
owe.v.03,,,,,owe,VERB,VBP,person.n.01,nsubj,Agent,en/p51/d2074,Pres,Fin,Nom,Sing,1,Prs,I,PRON,PRP,Ind,,,,,,,,,,,,,,,
owe.v.03,,,,,owe,VERB,VBP,dollar.n.01,obj,Time,en/p51/d2074,Pres,Fin,,Plur,,,dollar,NOUN,NNS,Ind,,,,,,,,,,,,,,,
owe.v.03,,,,,owe,VERB,VBP,female.n.02,iobj,Goal,en/p51/d2074,Pres,Fin,Acc,Sing,3,Prs,she,PRON,PRP,Ind,Fem,,,,,,,,,,,,,,
owe.v.03,,,,,owe,VERB,VBP,time.n.08,,Theme,en/p51/d2074,Pres,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
dollar.n.01,,Plur,,,dollar,NOUN,NNS,thirty,nummod,EQU,en/p51/d2074,,,,,,,thirty,,CD,,,,,Card,,,,,,,,,,,
time.n.08,,,,,,,,now,,Quantity,en/p51/d2074,,,,,,,,,,,,,,,,,,,,,,,,,
father.n.01,,Sing,,,father,NOUN,NN,person.n.01,nmod:poss,Role,en/p51/d2789,,,,Sing,1,Prs,my,PRON,PRP$,,,,,,,,Yes,,,,,,,,
person.n.01,,Sing,1,Prs,my,PRON,PRP$,speaker,,Of,en/p51/d2789,,,,,,,,,,,,,,,,,,Yes,,,,,,,
cut.v.01,,Sing,3,,cut,VERB,VBZ,father.n.01,nsubj,Agent,en/p51/d2789,Pres,Fin,,Sing,,,father,NOUN,NN,Ind,,,,,,,,,,,,,,,
cut.v.01,,Sing,3,,cut,VERB,VBZ,time.n.08,,Time,en/p51/d2789,Pres,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
cut.v.01,,Sing,3,,cut,VERB,VBZ,wood.n.01,obj,Patient,en/p51/d2789,Pres,Fin,,Sing,,,wood,NOUN,NN,Ind,,,,,,,,,,,,,,,
cut.v.01,,Sing,3,,cut,VERB,VBZ,saw.n.02,obl,Instrument,en/p51/d2789,Pres,Fin,,Sing,,,saw,NOUN,NN,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p51/d2789,,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p51/d1430,,,,,,,,,,,,,,,,,,,,,,,,,
give.v.03,,,,,give,VERB,VBD,female.n.02,nsubj,Agent,en/p51/d1430,Past,Fin,,Sing,,,Tom,PROPN,NNP,Ind,,,,,,,,,,,,,,,
give.v.03,,,,,give,VERB,VBD,person.n.01,iobj,Time,en/p51/d1430,Past,Fin,Acc,Sing,1,Prs,I,PRON,PRP,Ind,,,,,,,,,,,,,,,
give.v.03,,,,,give,VERB,VBD,time.n.08,,Recipient,en/p51/d1430,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
give.v.03,,,,,give,VERB,VBD,pen.n.01,obj,Theme,en/p51/d1430,Past,Fin,,Sing,,,pen,NOUN,NN,Ind,,,,,,,,,,,,,,,
person.n.01,Acc,Sing,1,Prs,I,PRON,PRP,speaker,,TPR,en/p51/d1430,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p51/d1430,,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,,EQU,en/p51/d2506,,,,,,,,,,,,,,,,,,,,,,,,,
like.v.02,,,,,like,VERB,VBP,person.n.01,nsubj,Experiencer,en/p51/d2506,Pres,Fin,Nom,Sing,1,Prs,I,PRON,PRP,Ind,,,,,,,,,,,,,,,
like.v.02,,,,,like,VERB,VBP,time.n.08,,Time,en/p51/d2506,Pres,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
like.v.02,,,,,like,VERB,VBP,book.n.02,obj,Stimulus,en/p51/d2506,Pres,Fin,,Plur,,,book,NOUN,NNS,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p51/d2506,,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Harry,PROPN,NNP,Harry,,Name,en/p51/d2506,,,,,,,,,,,,,,,,,,,,,,,,,
book.n.02,,Plur,,,book,NOUN,NNS,female.n.02,compound,Topic,en/p51/d2506,,,,Sing,,,Harry,PROPN,NNP,,,,,,,,,,,,,,,,
person.n.01,,Sing,1,Prs,my,PRON,PRP$,speaker,,EQU,en/p51/d2947,,,,,,,,,,,,,,,,,,Yes,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p51/d2947,,,,,,,,,,,,,,,,,,,,,,,,,
mother.n.01,,Sing,,,mother,NOUN,NN,person.n.01,nmod:poss,Theme,en/p51/d2947,,,,Sing,1,Prs,my,PRON,PRP$,,,,,,,,Yes,,,,,,,,
mother.n.01,,Sing,,,mother,NOUN,NN,time.n.08,,Time,en/p51/d2947,,,,,,,,,,,,,,,,,,,,,,,,,
mother.n.01,,Sing,,,mother,NOUN,NN,person.n.01,nsubj,Co-Theme,en/p51/d2947,,,Nom,Sing,1,Prs,I,PRON,PRP,,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,,Role,en/p51/d2947,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p51/d2461,,,,,,,,,,,,,,,,,,,,,,,,,
sticky.a.01,,,,,sticky,ADJ,JJ,rice.n.01,nsubj,AttributeOf,en/p51/d2461,,,,Sing,,,rice,NOUN,NN,,,,,,,Pos,,,,,,,,,
sticky.a.01,,,,,sticky,ADJ,JJ,time.n.08,,Time,en/p51/d2461,,,,,,,,,,,,,,,,Pos,,,,,,,,,
deep.a.03,,,,,deep,ADJ,JJ,how.r.01,advmod,Value,en/p51/d3478,,,,,,Int,how,ADV,WRB,,,,,,,Pos,,,,,,,,,
deep.a.03,,,,,deep,ADJ,JJ,lake.n.01,nsubj,AttributeOf,en/p51/d3478,,,,Sing,,,lake,NOUN,NN,,,,,,,Pos,,,,,,,,,
deep.a.03,,,,,deep,ADJ,JJ,time.n.08,,Time,en/p51/d3478,,,,,,,,,,,,,,,,Pos,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p51/d3478,,,,,,,,,,,,,,,,,,,,,,,,,
be.v.02,,,,,be,VERB,VBD,soldier.n.01,nsubj,Time,en/p51/d2491,Past,Fin,,Plur,,,soldier,NOUN,NNS,Ind,,,,,,,,,,,,,,,
be.v.02,,,,,be,VERB,VBD,time.n.08,,Theme,en/p51/d2491,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
be.v.02,,,,,be,VERB,VBD,there.n.01,expl,Location,en/p51/d2491,Past,Fin,,,,,there,PRON,EX,Ind,,,,,,,,,,,,,,,
soldier.n.01,,Plur,,,soldier,NOUN,NNS,ship.n.01,nmod,TPR,en/p51/d2491,,,,Plur,,,ship,NOUN,NNS,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,Role,en/p51/d2491,,,,,,,,,,,,,,,,,,,,,,,,,
people.n.01,,Plur,,,people,NOUN,NNS,many.a.01,amod,Quantity,en/p51/d2796,,,,,,,many,ADJ,JJ,,,Pos,,,,,,,,,,,,,
attend.v.01,,,,,attend,VERB,VBD,people.n.01,nsubj,Theme,en/p51/d2796,Past,Fin,,Plur,,,people,NOUN,NNS,Ind,,,,,,,,,,,,,,,
attend.v.01,,,,,attend,VERB,VBD,time.n.08,,Time,en/p51/d2796,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
attend.v.01,,,,,attend,VERB,VBD,conference.n.01,obj,Goal,en/p51/d2796,Past,Fin,,Sing,,,conference,NOUN,NN,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p51/d2796,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p51/d3212,,,,,,,,,,,,,,,,,,,,,,,,,
occupy.v.05,,,,,occupy,VERB,VBN,fitting_room.n.01,nsubj:pass,Theme,en/p51/d3212,Past,Part,,Sing,,,room,NOUN,NN,,,,Pass,,,,,,,,,,,,
occupy.v.05,,,,,occupy,VERB,VBN,time.n.08,,Time,en/p51/d3212,Past,Part,,,,,,,,,,,Pass,,,,,,,,,,,,
time.n.08,,,,,,,,now,,Name,en/p51/d1960,,,,,,,,,,,,,,,,,,,,,,,,,
die.v.01,,,,,die,VERB,VBD,time.n.08,,Patient,en/p51/d1960,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
