from_node_token,from_node_Case,from_node_Number,from_node_Person,from_node_PronType,from_node_lemma,from_node_upos,from_node_xpos,to_node_token,label,doc_id,from_node_Tense,from_node_VerbForm,to_node_Case,to_node_Number,to_node_Person,to_node_PronType,to_node_lemma,to_node_upos,to_node_xpos,from_node_Mood,to_node_Gender,to_node_Degree,from_node_Voice,to_node_NumType,to_node_Poss,from_node_NumType,to_node_Reflex,to_node_VerbForm,from_node_Degree,to_node_Tense,from_node_Gender,from_node_Poss,to_node_Mood,to_node_Voice,to_node_Foreign
locate.v.01,,,,,locate,VERB,VBN,time.n.08,Theme,en/p27/d0835,Past,Part,,,,,,,,,,,Pass,,,,,,,,,,,,
locate.v.01,,,,,locate,VERB,VBN,office.n.01,Time,en/p27/d0835,Past,Part,,Sing,,,office,NOUN,NN,,,,Pass,,,,,,,,,,,,
locate.v.01,,,,,locate,VERB,VBN,center.n.01,Location,en/p27/d0835,Past,Part,,Sing,,,center,NOUN,NN,,,,Pass,,,,,,,,,,,,
center.n.01,,Sing,,,center,NOUN,NN,town.n.01,PartOf,en/p27/d0835,,,,Sing,,,town,NOUN,NN,,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Tom,PROPN,NNP,Tom,Name,en/p27/d0886,,,,,,,,,,,,,,,,,,,,,,,,,
hate.v.01,,Sing,3,,hate,VERB,VBZ,entity.n.01,Experiencer,en/p27/d0886,Pres,Fin,,Sing,,,Tom,PROPN,NNP,Ind,,,,,,,,,,,,,,,
hate.v.01,,Sing,3,,hate,VERB,VBZ,time.n.08,Time,en/p27/d0886,Pres,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
hate.v.01,,Sing,3,,hate,VERB,VBZ,rule.n.01,Stimulus,en/p27/d0886,Pres,Fin,,Plur,,,rule,NOUN,NNS,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,EQU,en/p27/d0886,,,,,,,,,,,,,,,,,,,,,,,,,
this.n.01,,Sing,,Dem,this,PRON,DT,sorcery.n.01,Co-Theme,en/p27/d1649,,,,Sing,,,sorcery,NOUN,NN,,,,,,,,,,,,,,,,
this.n.01,,Sing,,Dem,this,PRON,DT,time.n.08,Time,en/p27/d1649,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,EQU,en/p27/d1649,,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,EQU,en/p27/d1486,,,,,,,,,,,,,,,,,,,,,,,,,
see.v.01,,,,,see,VERB,VBN,person.n.01,Experiencer,en/p27/d1486,Past,Part,Nom,Sing,1,Prs,I,PRON,PRP,,,,,,,,,,,,,,,,
see.v.01,,,,,see,VERB,VBN,time.n.01,Time,en/p27/d1486,Past,Part,,Plur,,,time,NOUN,NNS,,,,,,,,,,,,,,,,
see.v.01,,,,,see,VERB,VBN,it.n.01,Stimulus,en/p27/d1486,Past,Part,Acc,Sing,3,Prs,it,PRON,PRP,,Neut,,,,,,,,,,,,,,
see.v.01,,,,,see,VERB,VBN,time.n.08,Frequency,en/p27/d1486,Past,Part,,,,,,,,,,,,,,,,,,,,,,,
time.n.01,,Plur,,,time,NOUN,NNS,million,TPR,en/p27/d1486,,,,,,,million,,CD,,,,,Card,,,,,,,,,,,
time.n.08,,,,,,,,now,Quantity,en/p27/d1486,,,,,,,,,,,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Maurice,PROPN,NNP,Maurice,TPR,en/p27/d1537,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,Name,en/p27/d1537,,,,,,,,,,,,,,,,,,,,,,,,,
torture.n.01,,Sing,,,torture,NOUN,NN,who.n.01,Patient,en/p27/d1537,,,,,,Int,who,PRON,WP,,,,,,,,,,,,,,,,
torture.n.01,,Sing,,,torture,NOUN,NN,entity.n.01,Time,en/p27/d1537,,,,Sing,,,Maurice,PROPN,NNP,,,,,,,,,,,,,,,,
torture.n.01,,Sing,,,torture,NOUN,NN,time.n.08,Agent,en/p27/d1537,,,,,,,,,,,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Tom,PROPN,NNP,Tom,Name,en/p27/d1961,,,,,,,,,,,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Mary,PROPN,NNP,Mary,EQU,en/p27/d1961,,,,,,,,,,,,,,,,,,,,,,,,,
kiss.v.01,,,,,kiss,VERB,VBG,entity.n.01,Agent,en/p27/d1961,Pres,Part,,Sing,,,Tom,PROPN,NNP,,,,,,,,,,,,,,,,
kiss.v.01,,,,,kiss,VERB,VBG,entity.n.01,Time,en/p27/d1961,Pres,Part,,Sing,,,Mary,PROPN,NNP,,,,,,,,,,,,,,,,
kiss.v.01,,,,,kiss,VERB,VBG,time.n.08,Co-Agent,en/p27/d1961,Pres,Part,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,Name,en/p27/d1961,,,,,,,,,,,,,,,,,,,,,,,,,
right.n.01,,Sing,,,right,NOUN,NN,library.n.01,Theme,en/p17/d2211,,,,Sing,,,library,NOUN,NN,,,,,,,,,,,,,,,,
right.n.01,,Sing,,,right,NOUN,NN,time.n.08,Time,en/p17/d2211,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,EQU,en/p17/d2211,,,,,,,,,,,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Tom,PROPN,NNP,Tom,Name,en/p17/d1426,,,,,,,,,,,,,,,,,,,,,,,,,
hate.v.01,,Sing,3,,hate,VERB,VBZ,entity.n.01,Experiencer,en/p17/d1426,Pres,Fin,,Sing,,,Tom,PROPN,NNP,Ind,,,,,,,,,,,,,,,
hate.v.01,,Sing,3,,hate,VERB,VBZ,time.n.08,Time,en/p17/d1426,Pres,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
hate.v.01,,Sing,3,,hate,VERB,VBZ,spider.n.01,Stimulus,en/p17/d1426,Pres,Fin,,Plur,,,spider,NOUN,NNS,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,EQU,en/p17/d1426,,,,,,,,,,,,,,,,,,,,,,,,,
eat.v.01,,,,,eat,VERB,VBN,crocodile.n.01,Agent,en/p17/d2266,Past,Part,,Sing,,,crocodile,NOUN,NN,,,,,,,,,,,,,,,,
eat.v.01,,,,,eat,VERB,VBN,entity.n.01,Time,en/p17/d2266,Past,Part,,Sing,,,Tom,PROPN,NNP,,,,,,,,,,,,,,,,
eat.v.01,,,,,eat,VERB,VBN,time.n.08,Patient,en/p17/d2266,Past,Part,,,,,,,,,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Tom,PROPN,NNP,Tom,TPR,en/p17/d2266,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,Name,en/p17/d2266,,,,,,,,,,,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Tom,PROPN,NNP,Tom,Name,en/p17/d1980,,,,,,,,,,,,,,,,,,,,,,,,,
win.v.01,,,,,win,VERB,VBD,entity.n.01,Agent,en/p17/d1980,Past,Fin,,Sing,,,Tom,PROPN,NNP,Ind,,,,,,,,,,,,,,,
win.v.01,,,,,win,VERB,VBD,time.n.08,Time,en/p17/d1980,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
win.v.01,,,,,win,VERB,VBD,lottery.n.01,Theme,en/p17/d1980,Past,Fin,,Sing,,,lottery,NOUN,NN,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,TPR,en/p17/d1980,,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,Plur,1,Prs,we,PRON,PRP,speaker,EQU,en/p17/d1913,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,TSU,en/p17/d1913,,,,,,,,,,,,,,,,,,,,,,,,,
sharpen.v.01,,,,,sharpen,VERB,VB,person.n.01,Agent,en/p17/d1913,,Inf,Nom,Plur,1,Prs,we,PRON,PRP,,,,,,,,,,,,,,,,
sharpen.v.01,,,,,sharpen,VERB,VB,time.n.08,Time,en/p17/d1913,,Inf,,,,,,,,,,,,,,,,,,,,,,,
sharpen.v.01,,,,,sharpen,VERB,VB,knife.n.01,Patient,en/p17/d1913,,Inf,,Plur,,,knife,NOUN,NNS,,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,EQU,en/p17/d2878,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,EQU,en/p17/d2878,,,,,,,,,,,,,,,,,,,,,,,,,
sign.v.01,,,,,sign,VERB,VBG,person.n.01,Agent,en/p17/d2878,Pres,Part,Nom,Sing,1,Prs,I,PRON,PRP,,,,,,,,,,,,,,,,
sign.v.01,,,,,sign,VERB,VBG,time.n.08,Time,en/p17/d2878,Pres,Part,,,,,,,,,,,,,,,,,,,,,,,
sign.v.01,,,,,sign,VERB,VBG,anything.n.01,Theme,en/p17/d2878,Pres,Part,,Sing,,,anything,PRON,NN,,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,EQU,en/p17/d1408,,,,,,,,,,,,,,,,,,,,,,,,,
alarm_clock.n.01,,Sing,,,clock,NOUN,NN,my.n.01,TPR,en/p17/d1408,,,,Sing,1,Prs,my,PRON,PRP$,,,,,,Yes,,,,,,,,,,
hear.v.01,,,,,hear,VERB,VB,person.n.01,Experiencer,en/p17/d1408,,Inf,Nom,Sing,1,Prs,I,PRON,PRP,,,,,,,,,,,,,,,,
hear.v.01,,,,,hear,VERB,VB,alarm_clock.n.01,Time,en/p17/d1408,,Inf,,Sing,,,clock,NOUN,NN,,,,,,,,,,,,,,,,
hear.v.01,,,,,hear,VERB,VB,time.n.08,Stimulus,en/p17/d1408,,Inf,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,User,en/p17/d1408,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,EQU,en/p17/d3305,,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,EQU,en/p17/d3305,,,,,,,,,,,,,,,,,,,,,,,,,
love.n.01,,Sing,,,love,NOUN,NN,time.n.08,Experiencer,en/p17/d3305,,,,,,,,,,,,,,,,,,,,,,,,,
love.n.01,,Sing,,,love,NOUN,NN,person.n.01,Time,en/p17/d3305,,,Nom,Sing,1,Prs,I,PRON,PRP,,,,,,,,,,,,,,,,
love.n.01,,Sing,,,love,NOUN,NN,entity.n.01,Stimulus,en/p17/d3305,,,,Sing,,,Mary,PROPN,NNP,,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Mary,PROPN,NNP,Mary,Name,en/p17/d3305,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,Name,en/p17/d0711,,,,,,,,,,,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Le,PROPN,NNP,Le,TPR,en/p17/d0711,,,,,,,,,,,,,,,,,,,,,,,,,
direct.v.01,,,,,direct,VERB,VBN,time.n.08,Theme,en/p17/d0711,Past,Part,,,,,,,,,,,Pass,,,,,,,,,,,,
direct.v.01,,,,,direct,VERB,VBN,entity.n.01,Time,en/p17/d0711,Past,Part,,Sing,,,Le,PROPN,NNP,,,,Pass,,,,,,,,,,,,
direct.v.01,,,,,direct,VERB,VBN,entity.n.01,Agent,en/p17/d0711,Past,Part,,Sing,,,Chabrol,PROPN,NNP,,,,Pass,,,,,,,,,,,,
entity.n.01,,Sing,,,Chabrol,PROPN,NNP,Chabrol,Name,en/p17/d0711,,,,,,,,,,,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Tom,PROPN,NNP,Tom,Name,en/p17/d1425,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,EQU,en/p17/d1425,,,,,,,,,,,,,,,,,,,,,,,,,
wear.v.01,,,,,wear,VERB,VBG,entity.n.01,Agent,en/p17/d1425,Pres,Part,,Sing,,,Tom,PROPN,NNP,,,,,,,,,,,,,,,,
wear.v.01,,,,,wear,VERB,VBG,time.n.08,Time,en/p17/d1425,Pres,Part,,,,,,,,,,,,,,,,,,,,,,,
wear.v.01,,,,,wear,VERB,VBG,brace.n.01,Theme,en/p17/d1425,Pres,Part,,Plur,,,brace,NOUN,NNS,,,,,,,,,,,,,,,,
sing.v.01,,,,,sing,VERB,VBD,bird.n.01,Agent,en/p17/d3464,Past,Fin,,Sing,,,bird,NOUN,NN,Ind,,,,,,,,,,,,,,,
sing.v.01,,,,,sing,VERB,VBD,time.n.08,Time,en/p17/d3464,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
sing.v.01,,,,,sing,VERB,VBD,tree.n.01,Location,en/p17/d3464,Past,Fin,,Sing,,,tree,NOUN,NN,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,TPR,en/p17/d3464,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,EQU,en/p17/d1812,,,,,,,,,,,,,,,,,,,,,,,,,
half.n.01,,Sing,,,half,NOUN,NN,about.r.01,APX,en/p17/d1812,,,,,,,about,ADV,RB,,,,,,,,,,,,,,,,
-hour.n.01,,Sing,,,-hour,NOUN,NN,half.n.01,Quantity,en/p17/d1812,,,,Sing,,,half,NOUN,NN,,,,,,,,,,,,,,,,
overdue.a.01,,,,,overdue,ADJ,JJ,train.n.01,Theme,en/p17/d1812,,,,Sing,,,train,NOUN,NN,,,,,,,,,,Pos,,,,,,
overdue.a.01,,,,,overdue,ADJ,JJ,time.n.08,Time,en/p17/d1812,,,,,,,,,,,,,,,,,,,Pos,,,,,,
overdue.a.01,,,,,overdue,ADJ,JJ,-hour.n.01,Value,en/p17/d1812,,,,Sing,,,-hour,NOUN,NN,,,,,,,,,,Pos,,,,,,
mother_tongue.n.01,,Sing,,,tongue,NOUN,NN,my.n.01,User,en/p17/d0877,,,,Sing,1,Prs,my,PRON,PRP$,,,,,,Yes,,,,,,,,,,
spanish.a.01,,,,,Spanish,ADJ,JJ,mother_tongue.n.01,Theme,en/p17/d0877,,,,Sing,,,tongue,NOUN,NN,,,,,,,,,,Pos,,,,,,
spanish.a.01,,,,,Spanish,ADJ,JJ,time.n.08,Time,en/p17/d0877,,,,,,,,,,,,,,,,,,,Pos,,,,,,
time.n.08,,,,,,,,now,EQU,en/p17/d0877,,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,EQU,en/p17/d1818,,,,,,,,,,,,,,,,,,,,,,,,,
buy.v.01,,,,,buy,VERB,VBD,person.n.01,Agent,en/p17/d1818,Past,Fin,Nom,Sing,1,Prs,I,PRON,PRP,Ind,,,,,,,,,,,,,,,
buy.v.01,,,,,buy,VERB,VBD,price.n.01,Time,en/p17/d1818,Past,Fin,,Sing,,,price,NOUN,NN,Ind,,,,,,,,,,,,,,,
buy.v.01,,,,,buy,VERB,VBD,vcr.n.01,Theme,en/p17/d1818,Past,Fin,,Sing,,,VCR,NOUN,NN,Ind,,,,,,,,,,,,,,,
buy.v.01,,,,,buy,VERB,VBD,store.n.01,Source,en/p17/d1818,Past,Fin,,Sing,,,store,NOUN,NN,Ind,,,,,,,,,,,,,,,
buy.v.01,,,,,buy,VERB,VBD,time.n.08,Asset,en/p17/d1818,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
price.n.01,,Sing,,,price,NOUN,NN,low.a.01,TPR,en/p17/d1818,,,,,,,low,ADJ,JJ,,,Pos,,,,,,,,,,,,,
time.n.08,,,,,,,,now,Attribute,en/p17/d1818,,,,,,,,,,,,,,,,,,,,,,,,,
child.n.01,,Plur,,,child,NOUN,NNS,other.a.01,NEQ,en/p17/d2629,,,,,,,other,ADJ,JJ,,,Pos,,,,,,,,,,,,,
call.v.01,,,,,call,VERB,VBP,child.n.01,Agent,en/p17/d2629,Pres,Fin,,Plur,,,child,NOUN,NNS,Ind,,,,,,,,,,,,,,,
call.v.01,,,,,call,VERB,VBP,entity.n.01,Time,en/p17/d2629,Pres,Fin,,Sing,,,Piggy,PROPN,NNP,Ind,,,,,,,,,,,,,,,
call.v.01,,,,,call,VERB,VBP,she.n.01,Theme,en/p17/d2629,Pres,Fin,,Sing,3,Prs,she,PRON,PRP,Ind,Fem,,,,Yes,,,,,,,,,,
call.v.01,,,,,call,VERB,VBP,time.n.08,Result,en/p17/d2629,Pres,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Piggy,PROPN,NNP,Piggy,EQU,en/p17/d2629,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,EQU,en/p17/d2629,,,,,,,,,,,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Tom,PROPN,NNP,Tom,Name,en/p17/d3342,,,,,,,,,,,,,,,,,,,,,,,,,
brush.v.01,,,,,brush,VERB,VBD,entity.n.01,Agent,en/p17/d3342,Past,Fin,,Sing,,,Tom,PROPN,NNP,Ind,,,,,,,,,,,,,,,
brush.v.01,,,,,brush,VERB,VBD,time.n.08,Time,en/p17/d3342,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
brush.v.01,,,,,brush,VERB,VBD,snow.n.01,Theme,en/p17/d3342,Past,Fin,,Sing,,,snow,NOUN,NN,Ind,,,,,,,,,,,,,,,
brush.v.01,,,,,brush,VERB,VBD,coat.n.01,Source,en/p17/d3342,Past,Fin,,Sing,,,coat,NOUN,NN,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,TPR,en/p17/d3342,,,,,,,,,,,,,,,,,,,,,,,,,
coat.n.01,,Sing,,,coat,NOUN,NN,entity.n.01,User,en/p17/d3342,,,,Sing,,,Tom,PROPN,NNP,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,EQU,en/p17/d2690,,,,,,,,,,,,,,,,,,,,,,,,,
crawl.v.01,,,,,crawl,VERB,VBG,room.n.01,Location,en/p17/d2690,Pres,Part,,Sing,,,room,NOUN,NN,,,,,,,,,,,,,,,,
crawl.v.01,,,,,crawl,VERB,VBG,time.n.08,Time,en/p17/d2690,Pres,Part,,,,,,,,,,,,,,,,,,,,,,,
crawl.v.01,,,,,crawl,VERB,VBG,spider.n.01,Theme,en/p17/d2690,Pres,Part,,Plur,,,spider,NOUN,NNS,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,SubOf,en/p17/d2440,,,,,,,,,,,,,,,,,,,,,,,,,
present.a.01,,,,,present,ADJ,JJ,time.n.08,AttributeOf,en/p17/d2440,,,,,,,,,,,,,,,,,,,Pos,,,,,,
entity.n.01,,Sing,,,Tom,PROPN,NNP,Tom,Name,en/p17/d2614,,,,,,,,,,,,,,,,,,,,,,,,,
spread.v.01,,,,,spread,VERB,VBD,entity.n.01,Agent,en/p17/d2614,Past,Fin,,Sing,,,Tom,PROPN,NNP,Ind,,,,,,,,,,,,,,,
spread.v.01,,,,,spread,VERB,VBD,strawberry_jam.n.01,Time,en/p17/d2614,Past,Fin,,Sing,,,jam,NOUN,NN,Ind,,,,,,,,,,,,,,,
spread.v.01,,,,,spread,VERB,VBD,time.n.08,Theme,en/p17/d2614,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
spread.v.01,,,,,spread,VERB,VBD,toast.n.01,Destination,en/p17/d2614,Past,Fin,,Sing,,,toast,NOUN,NN,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,MadeOf,en/p17/d2614,,,,,,,,,,,,,,,,,,,,,,,,,
toast.n.01,,Sing,,,toast,NOUN,NN,entity.n.01,Consumer,en/p17/d2614,,,,Sing,,,Tom,PROPN,NNP,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,Role,en/p17/d2061,,,,,,,,,,,,,,,,,,,,,,,,,
board.v.01,,Plur,3,,board,VERB,VBD,time.n.08,Theme,en/p17/d2061,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
board.v.01,,Plur,3,,board,VERB,VBD,pirate.n.01,Time,en/p17/d2061,Past,Fin,,Plur,,,pirate,NOUN,NNS,Ind,,,,,,,,,,,,,,,
board.v.01,,Plur,3,,board,VERB,VBD,ship.n.01,Destination,en/p17/d2061,Past,Fin,,Sing,,,ship,NOUN,NN,Ind,,,,,,,,,,,,,,,
person.n.01,Nom,Plur,1,Prs,we,PRON,PRP,speaker,EQU,en/p17/d3269,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,PartOf,en/p17/d3269,,,,,,,,,,,,,,,,,,,,,,,,,
consume.v.01,,,,,consume,VERB,VBN,person.n.01,Agent,en/p17/d3269,Past,Part,Nom,Plur,1,Prs,we,PRON,PRP,,,,,,,,,,,,,,,,
consume.v.01,,,,,consume,VERB,VBN,time.n.08,Patient,en/p17/d3269,Past,Part,,,,,,,,,,,,,,,,,,,,,,,
consume.v.01,,,,,consume,VERB,VBN,resource.n.01,Time,en/p17/d3269,Past,Part,,Plur,,,resource,NOUN,NNS,,,,,,,,,,,,,,,,
resource.n.01,,Plur,,,resource,NOUN,NNS,natural.a.01,TPR,en/p17/d3269,,,,,,,natural,ADJ,JJ,,,Pos,,,,,,,,,,,,,
time.n.08,,,,,,,,now,TPR,en/p17/d1554,,,,,,,,,,,,,,,,,,,,,,,,,
print.v.01,,,,,print,VERB,VBN,book.n.01,Theme,en/p17/d1554,Past,Part,,Sing,,,book,NOUN,NN,,,,Pass,,,,,,,,,,,,
print.v.01,,,,,print,VERB,VBN,time.n.08,Time,en/p17/d1554,Past,Part,,,,,,,,,,,Pass,,,,,,,,,,,,
print.v.01,,,,,print,VERB,VBN,entity.n.01,Location,en/p17/d1554,Past,Part,,Sing,,,England,PROPN,NNP,,,,Pass,,,,,,,,,,,,
entity.n.01,,Sing,,,England,PROPN,NNP,England,Name,en/p17/d1554,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,EQU,en/p17/d2617,,,,,,,,,,,,,,,,,,,,,,,,,
over.r.01,,,,,over,ADV,RB,feud.n.01,AttributeOf,en/p17/d2617,,,,Sing,,,feud,NOUN,NN,,,,,,,,,,,,,,,,
over.r.01,,,,,over,ADV,RB,time.n.08,Time,en/p17/d2617,,,,,,,,,,,,,,,,,,,,,,,,,
dam_aswan.n.01,,Sing,,,Dam,PROPN,NNP,high.a.01,EQU,en/p17/d1392,,,,,,,high,ADJ,NNP,,,Pos,,,,,,,,,,,,,
time.n.08,,,,,,,,now,Name,en/p17/d1392,,,,,,,,,,,,,,,,,,,,,,,,,
locate.v.01,,,,,locate,VERB,VBN,country.n.01,Location,en/p17/d1392,Past,Part,,Sing,,,country,NOUN,NN,,,,,,,,,,,,,,,,
locate.v.01,,,,,locate,VERB,VBN,dam_aswan.n.01,Time,en/p17/d1392,Past,Part,,Sing,,,Dam,PROPN,NNP,,,,,,,,,,,,,,,,
locate.v.01,,,,,locate,VERB,VBN,time.n.08,Theme,en/p17/d1392,Past,Part,,,,,,,,,,,,,,,,,,,,,,,
shook.v.01,,,,,shook,VERB,VBD,earthquake.n.01,Causer,en/p17/d3469,Past,Fin,,Sing,,,earthquake,NOUN,NN,Ind,,,,,,,,,,,,,,,
shook.v.01,,,,,shook,VERB,VBD,time.n.08,Time,en/p17/d3469,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
shook.v.01,,,,,shook,VERB,VBD,ground.n.01,Patient,en/p17/d3469,Past,Fin,,Sing,,,ground,NOUN,NN,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,TPR,en/p17/d3469,,,,,,,,,,,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Kyoto,PROPN,NNP,Kyoto,Name,en/p17/d2009,,,,,,,,,,,,,,,,,,,,,,,,,
lot.n.01,,Sing,,,lot,NOUN,NN,tourist.n.01,EQU,en/p17/d2009,,,,Plur,,,tourist,NOUN,NNS,,,,,,,,,,,,,,,,
visit.v.01,,,,,visit,VERB,VBN,entity.n.01,Theme,en/p17/d2009,Past,Part,,Sing,,,Kyoto,PROPN,NNP,,,,Pass,,,,,,,,,,,,
visit.v.01,,,,,visit,VERB,VBN,lot.n.01,Time,en/p17/d2009,Past,Part,,Sing,,,lot,NOUN,NN,,,,Pass,,,,,,,,,,,,
visit.v.01,,,,,visit,VERB,VBN,time.n.08,Agent,en/p17/d2009,Past,Part,,,,,,,,,,,Pass,,,,,,,,,,,,
time.n.08,,,,,,,,now,Quantity,en/p17/d2009,,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,3,Prs,he,PRON,PRP,speaker,TPR,en/p17/d1712,,,,,,,,,,,,,,,,,,,,,Masc,,,,
stand.v.01,,,,,stand,VERB,VBG,door.n.01,Theme,en/p17/d1712,Pres,Part,,Sing,,,door,NOUN,NN,,,,,,,,,,,,,,,,
stand.v.01,,,,,stand,VERB,VBG,person.n.01,Time,en/p17/d1712,Pres,Part,Nom,Sing,3,Prs,he,PRON,PRP,,Masc,,,,,,,,,,,,,,
stand.v.01,,,,,stand,VERB,VBG,time.n.08,Location,en/p17/d1712,Pres,Part,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,SXP,en/p17/d1712,,,,,,,,,,,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Simone,PROPN,NNP,Simone,Name,en/p17/d2462,,,,,,,,,,,,,,,,,,,,,,,,,
actress.n.01,,Sing,,,actress,NOUN,NN,entity.n.01,Theme,en/p17/d2462,,,,Sing,,,Simone,PROPN,NNP,,,,,,,,,,,,,,,,
actress.n.01,,Sing,,,actress,NOUN,NN,french.a.01,Time,en/p17/d2462,,,,,,,French,ADJ,JJ,,,Pos,,,,,,,,,,,,,
actress.n.01,,Sing,,,actress,NOUN,NN,time.n.08,Co-Theme,en/p17/d2462,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,Source,en/p17/d2462,,,,,,,,,,,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Tom,PROPN,NNP,Tom,Name,en/p17/d1672,,,,,,,,,,,,,,,,,,,,,,,,,
singer.n.01,,Sing,,,singer,NOUN,NN,entity.n.01,Theme,en/p17/d1672,,,,Sing,,,Tom,PROPN,NNP,,,,,,,,,,,,,,,,
singer.n.01,,Sing,,,singer,NOUN,NN,fantastic.a.01,Time,en/p17/d1672,,,,,,,fantastic,ADJ,JJ,,,Pos,,,,,,,,,,,,,
singer.n.01,,Sing,,,singer,NOUN,NN,time.n.08,Co-Theme,en/p17/d1672,,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,Role,en/p17/d1672,,,,,,,,,,,,,,,,,,,,,,,,,
entity.n.01,,Sing,,,Tom,PROPN,NNP,Tom,Name,en/p17/d1882,,,,,,,,,,,,,,,,,,,,,,,,,
grab.v.01,,,,,grab,VERB,VBD,entity.n.01,Agent,en/p17/d1882,Past,Fin,,Sing,,,Tom,PROPN,NNP,Ind,,,,,,,,,,,,,,,
grab.v.01,,,,,grab,VERB,VBD,time.n.08,Time,en/p17/d1882,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,,
grab.v.01,,,,,grab,VERB,VBD,letter_opener.n.01,Theme,en/p17/d1882,Past,Fin,,Sing,,,opener,NOUN,NN,Ind,,,,,,,,,,,,,,,
grab.v.01,,,,,grab,VERB,VBD,desk.n.01,Source,en/p17/d1882,Past,Fin,,Sing,,,desk,NOUN,NN,Ind,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,TPR,en/p17/d1882,,,,,,,,,,,,,,,,,,,,,,,,,
desk.n.01,,Sing,,,desk,NOUN,NN,entity.n.01,User,en/p17/d1882,,,,Sing,,,Tom,PROPN,NNP,,,,,,,,,,,,,,,,
