from_node_token,from_node_Case,from_node_Number,from_node_Person,from_node_PronType,from_node_lemma,from_node_upos,from_node_xpos,to_node_token,deprel,label,doc_id,from_node_Tense,from_node_VerbForm,to_node_Case,to_node_Number,to_node_Person,to_node_PronType,to_node_lemma,to_node_upos,to_node_xpos,from_node_Mood,to_node_Gender,from_node_Voice,from_node_NumType,from_node_Degree,to_node_Degree,to_node_Poss,to_node_NumType,to_node_Tense,to_node_VerbForm,from_node_Gender,from_node_Poss,to_node_Mood,to_node_Voice,to_node_Foreign
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,,EQU,en/p34/d0821,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p34/d0821,,,,,,,,,,,,,,,,,,,,,,,,
use.v.01,,,,,use,VERB,VBN,time.n.08,,Time,en/p34/d0821,Past,Part,,,,,,,,,,Pass,,,,,,,,,,,,
use.v.01,,,,,use,VERB,VBN,heat.n.02,obl,Theme,en/p34/d0821,Past,Part,,Sing,,,heat,NOUN,NN,,,Pass,,,,,,,,,,,,
female.n.02,,Sing,,,Bill,PROPN,NNP,Bill,,Name,en/p34/d1910,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p34/d1910,,,,,,,,,,,,,,,,,,,,,,,,
kill.v.01,,,,,kill,VERB,VBN,time.n.08,,Time,en/p34/d1910,Past,Part,,,,,,,,,,Pass,,,,,,,,,,,,
this.n.01,,Sing,,Dem,this,PRON,DT,bicycle.n.01,nsubj,Co-Theme,en/p34/d2502,,,,Sing,,,bicycle,NOUN,NN,,,,,,,,,,,,,,,
this.n.01,,Sing,,Dem,this,PRON,DT,time.n.08,,Time,en/p34/d2502,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p34/d2502,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Marcus,PROPN,NNP,Marcus,,Name,en/p34/d1394,,,,,,,,,,,,,,,,,,,,,,,,
play.v.01,,,,,play,VERB,VB,time.n.08,,Time,en/p34/d1394,,Inf,,,,,,,,,,,,,,,,,,,,,,
play.v.01,,,,,play,VERB,VB,female.n.02,nsubj,Agent,en/p34/d1394,,Inf,,Sing,,,Marcus,PROPN,NNP,,,,,,,,,,,,,,,
put.v.01,,,,,put,VERB,VBD,time.n.08,,Time,en/p34/d0179,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
put.v.01,,,,,put,VERB,VBD,key.n.01,obj,Theme,en/p34/d0179,Past,Fin,,Plur,,,key,NOUN,NNS,Ind,,,,,,,,,,,,,,
put.v.01,,,,,put,VERB,VBD,female.n.02,nsubj,Agent,en/p34/d0179,Past,Fin,,Sing,,,Tom,PROPN,NNP,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p34/d0179,,,,,,,,,,,,,,,,,,,,,,,,
key.n.01,,Plur,,,key,NOUN,NNS,female.n.02,,User,en/p34/d0179,,,,Sing,,,Tom,PROPN,NNP,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p34/d0179,,,,,,,,,,,,,,,,,,,,,,,,
pocket.n.01,,Sing,,,pocket,NOUN,NN,female.n.02,,User,en/p34/d0179,,,,Sing,,,Tom,PROPN,NNP,,,,,,,,,,,,,,,
turn.v.03,,Sing,,,turn,VERB,VBD,time.n.08,,Time,en/p34/d2656,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p34/d2656,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Pedro,PROPN,NNP,Pedro,,Name,en/p34/d2134,,,,,,,,,,,,,,,,,,,,,,,,
have.v.01,,Sing,3,,have,VERB,VBZ,time.n.08,,Time,en/p34/d2134,Pres,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
have.v.01,,Sing,3,,have,VERB,VBZ,sister.n.01,obj,Theme,en/p34/d2134,Pres,Fin,,Plur,,,sister,NOUN,NNS,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p34/d2134,,,,,,,,,,,,,,,,,,,,,,,,
bribe.v.01,,,,,bribe,VERB,VBD,time.n.08,,Time,en/p34/d3525,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p34/d3525,,,,,,,,,,,,,,,,,,,,,,,,
stop.v.02,,,,,stop,VERB,VBN,person.n.01,obj,Time,en/p34/d0949,Past,Part,Acc,Sing,1,Prs,I,PRON,PRP,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p34/d1588,,,,,,,,,,,,,,,,,,,,,,,,
sneeze.v.01,,,,,sneeze,VERB,VBD,female.n.02,nsubj,Agent,en/p34/d1588,Past,Fin,,Sing,,,Tom,PROPN,NNP,Ind,,,,,,,,,,,,,,
sneeze.v.01,,,,,sneeze,VERB,VBD,time.n.08,,Time,en/p34/d1588,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p34/d1588,,,,,,,,,,,,,,,,,,,,,,,,
point.v.01,,Sing,3,,point,VERB,VBD,time.n.08,,Time,en/p34/d2441,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p34/d2441,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p34/d2345,,,,,,,,,,,,,,,,,,,,,,,,
autograph.v.01,,,,,autograph,VERB,VBN,female.n.02,nsubj,Agent,en/p34/d2345,Past,Part,,Sing,,,Tom,PROPN,NNP,,,,,,,,,,,,,,,
autograph.v.01,,,,,autograph,VERB,VBN,time.n.08,,Time,en/p34/d2345,Past,Part,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p34/d2345,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,,EQU,en/p34/d2063,,,,,,,,,,,,,,,,,,,,,,,,
buy.v.01,,,,,buy,VERB,VBG,person.n.01,nsubj,Agent,en/p34/d2063,Pres,Part,Nom,Sing,1,Prs,I,PRON,PRP,,,,,,,,,,,,,,,
buy.v.01,,,,,buy,VERB,VBG,time.n.08,,Time,en/p34/d2063,Pres,Part,,,,,,,,,,,,,,,,,,,,,,
buy.v.01,,,,,buy,VERB,VBG,book.n.02,obj,Theme,en/p34/d2063,Pres,Part,,Plur,,,book,NOUN,NNS,,,,,,,,,,,,,,,
person.n.01,Nom,,2,Prs,you,PRON,PRP,hearer,,EQU,en/p34/d3352,,,,,,,,,,,,,,,,,,,,,,,,
kisser.n.01,,Sing,,,kisser,NOUN,NN,person.n.01,nsubj,Theme,en/p34/d3352,,,Nom,,2,Prs,you,PRON,PRP,,,,,,,,,,,,,,,
kisser.n.01,,Sing,,,kisser,NOUN,NN,time.n.08,,Time,en/p34/d3352,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p34/d3352,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Madrid,PROPN,NNP,Madrid,,Name,en/p34/d2534,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p34/d2534,,,,,,,,,,,,,,,,,,,,,,,,
crazy.a.05,,,,,crazy,ADJ,JJ,people.n.01,nsubj,AttributeOf,en/p34/d2534,,,,Plur,,,people,NOUN,NNS,,,,,Pos,,,,,,,,,,
crazy.a.05,,,,,crazy,ADJ,JJ,time.n.08,,Time,en/p34/d2534,,,,,,,,,,,,,,Pos,,,,,,,,,,
eat.v.01,,Sing,3,,eat,VERB,VBD,time.n.08,,Time,en/p34/d3219,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p34/d3219,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,,EQU,en/p34/d3013,,,,,,,,,,,,,,,,,,,,,,,,
owe.v.03,,,,,owe,VERB,VBP,person.n.01,nsubj,Agent,en/p34/d3013,Pres,Fin,Nom,Sing,1,Prs,I,PRON,PRP,Ind,,,,,,,,,,,,,,
owe.v.03,,,,,owe,VERB,VBP,time.n.08,,Time,en/p34/d3013,Pres,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
owe.v.03,,,,,owe,VERB,VBP,dollar.n.01,obj,Theme,en/p34/d3013,Pres,Fin,,Plur,,,dollar,NOUN,NNS,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p34/d3013,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Acc,,2,Prs,you,PRON,PRP,hearer,,EQU,en/p34/d3013,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,,EQU,en/p34/d1923,,,,,,,,,,,,,,,,,,,,,,,,
go.v.01,,,,,go,VERB,VBD,time.n.08,,Time,en/p34/d1923,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p34/d1923,,,,,,,,,,,,,,,,,,,,,,,,
draft.v.02,,,,,draft,VERB,VBD,time.n.08,,Time,en/p34/d1396,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p34/d1396,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Brett,PROPN,NNP,Brett,,Name,en/p34/d1396,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p34/d3046,,,,,,,,,,,,,,,,,,,,,,,,
flood.v.02,,,,,flood,VERB,VBN,time.n.08,,Time,en/p34/d3046,Past,Part,,,,,,,,,,Pass,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p34/d1939,,,,,,,,,,,,,,,,,,,,,,,,
provoke.v.02,,,,,provoke,VERB,VB,time.n.08,,Time,en/p34/d1939,,Fin,,,,,,,,Imp,,,,,,,,,,,,,,
ach.v.01,,Sing,3,,ach,VERB,VBD,time.n.08,,Time,en/p34/d2743,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
ach.v.01,,Sing,3,,ach,VERB,VBD,home.n.01,obl,Theme,en/p34/d2743,Past,Fin,,Sing,,,home,NOUN,NN,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p34/d2743,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,Plur,1,Prs,we,PRON,PRP,speaker,,EQU,en/p34/d2657,,,,,,,,,,,,,,,,,,,,,,,,
lose.v.02,,Plur,1,,lose,VERB,VBD,person.n.01,nsubj,Agent,en/p34/d2657,Past,Fin,Nom,Plur,1,Prs,we,PRON,PRP,Ind,,,,,,,,,,,,,,
lose.v.02,,Plur,1,,lose,VERB,VBD,time.n.08,,Time,en/p34/d2657,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p34/d2657,,,,,,,,,,,,,,,,,,,,,,,,
wood_table.n.01,,Sing,,,table,NOUN,NN,this.n.01,nsubj,Theme,en/p34/d2398,,,,Sing,,Dem,this,PRON,DT,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,,EQU,en/p34/d3518,,,,,,,,,,,,,,,,,,,,,,,,
smoke.v.01,,,,,smoke,VERB,VBD,person.n.01,nsubj,Agent,en/p34/d3518,Past,Fin,Nom,Sing,1,Prs,I,PRON,PRP,Ind,,,,,,,,,,,,,,
smoke.v.01,,,,,smoke,VERB,VBD,time.n.08,,Time,en/p34/d3518,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p34/d3518,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,,EQU,en/p34/d2503,,,,,,,,,,,,,,,,,,,,,,,,
memorize.v.01,,,,,memorize,VERB,VBN,person.n.01,nsubj,Agent,en/p34/d2503,Past,Part,Nom,Sing,1,Prs,I,PRON,PRP,,,,,,,,,,,,,,,
memorize.v.01,,,,,memorize,VERB,VBN,time.n.08,,Time,en/p34/d2503,Past,Part,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p34/d2503,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Tom's,PROPN,NNP,suitcase.n.01,nsubj,Theme,en/p34/d2963,,,,Sing,,,suitcase,NOUN,NN,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Tom's,PROPN,NNP,time.n.08,,Time,en/p34/d2963,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p34/d2963,,,,,,,,,,,,,,,,,,,,,,,,
this.n.01,,Sing,,Dem,this,PRON,DT,coat.n.01,nsubj,Co-Theme,en/p34/d3232,,,,Sing,,,coat,NOUN,NN,,,,,,,,,,,,,,,
this.n.01,,Sing,,Dem,this,PRON,DT,time.n.08,,Time,en/p34/d3232,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p34/d3232,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,Plur,1,Prs,we,PRON,PRP,speaker,,EQU,en/p34/d0824,,,,,,,,,,,,,,,,,,,,,,,,
work.v.02,,Plur,1,,work,VERB,VBP,person.n.01,nsubj,Agent,en/p34/d0824,Pres,Fin,Nom,Plur,1,Prs,we,PRON,PRP,Ind,,,,,,,,,,,,,,
work.v.02,,Plur,1,,work,VERB,VBP,time.n.08,,Time,en/p34/d0824,Pres,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p34/d0824,,,,,,,,,,,,,,,,,,,,,,,,
crumble.v.02,,Sing,3,,crumble,VERB,VBD,female.n.02,nsubj,Agent,en/p34/d3553,Past,Fin,Nom,Sing,3,Prs,she,PRON,PRP,Ind,Fem,,,,,,,,,,,,,
crumble.v.02,,Sing,3,,crumble,VERB,VBD,time.n.08,,Time,en/p34/d3553,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p34/d3553,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p34/d2137,,,,,,,,,,,,,,,,,,,,,,,,
name.v.01,,,,,name,VERB,VBD,female.n.02,nsubj,Agent,en/p34/d2137,Past,Fin,,Sing,,,Tom,PROPN,NNP,Ind,,,,,,,,,,,,,,
name.v.01,,,,,name,VERB,VBD,time.n.08,,Time,en/p34/d2137,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
name.v.01,,,,,name,VERB,VBD,dog.n.01,obj,Theme,en/p34/d2137,Past,Fin,,Sing,,,dog,NOUN,NN,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p34/d2137,,,,,,,,,,,,,,,,,,,,,,,,
name.n.01,,Sing,,,name,NOUN,NN,mountain_range.n.01,nmod,EQU,en/p34/d2876,,,,Sing,,,range,NOUN,NN,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p34/d2876,,,,,,,,,,,,,,,,,,,,,,,,
what.n.01,,,,Int,what,PRON,WP,time.n.08,,Time,en/p34/d2876,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p34/d0879,,,,,,,,,,,,,,,,,,,,,,,,
potable.a.01,,,,,potable,ADJ,JJ,water.n.06,nsubj,AttributeOf,en/p34/d0879,,,,Sing,,,water,NOUN,NN,,,,,Pos,,,,,,,,,,
potable.a.01,,,,,potable,ADJ,JJ,time.n.08,,Time,en/p34/d0879,,,,,,,,,,,,,,Pos,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,,EQU,en/p62/d1599,,,,,,,,,,,,,,,,,,,,,,,,
feed_up.v.01,,,,,feed,VERB,VBN,person.n.01,nsubj:pass,Experiencer,en/p62/d1599,Past,Part,Nom,Sing,1,Prs,I,PRON,PRP,,,Pass,,,,,,,,,,,,
feed_up.v.01,,,,,feed,VERB,VBN,time.n.08,,Time,en/p62/d1599,Past,Part,,,,,,,,,,Pass,,,,,,,,,,,,
female.n.02,,Sing,,,Sandy,PROPN,NNP,Hurricane.a.01,amod,EQU,en/p62/d2973,,,,,,,Hurricane,ADJ,JJ,,,,,,Pos,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p62/d2973,,,,,,,,,,,,,,,,,,,,,,,,
come.v.02,,,,,come,VERB,VBG,time.n.08,,Time,en/p62/d2973,Pres,Part,,,,,,,,,,,,,,,,,,,,,,
knock.v.02,,Sing,3,,knock,VERB,VBD,female.n.02,nsubj,Agent,en/p62/d1657,Past,Fin,Nom,Sing,3,Prs,she,PRON,PRP,Ind,Fem,,,,,,,,,,,,,
knock.v.02,,Sing,3,,knock,VERB,VBD,time.n.08,,Time,en/p62/d1657,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p62/d1657,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,Plur,1,Prs,we,PRON,PRP,speaker,,EQU,en/p62/d3287,,,,,,,,,,,,,,,,,,,,,,,,
add.v.01,,,1,,add,VERB,VBD,person.n.01,nsubj,Agent,en/p62/d3287,Past,Fin,Nom,Plur,1,Prs,we,PRON,PRP,Ind,,,,,,,,,,,,,,
add.v.01,,,1,,add,VERB,VBD,time.n.08,,Time,en/p62/d3287,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p62/d3287,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p62/d0943,,,,,,,,,,,,,,,,,,,,,,,,
afraid.a.01,,,,,afraid,ADJ,JJ,time.n.08,,Time,en/p62/d0943,,,,,,,,,,,,,,Pos,,,,,,,,,,
afraid.a.01,,,,,afraid,ADJ,JJ,dog.n.01,obl,Stimulus,en/p62/d0943,,,,Plur,,,dog,NOUN,NNS,,,,,Pos,,,,,,,,,,
female.n.02,,Sing,,,Betty,PROPN,NNP,Betty,,Name,en/p62/d0784,,,,,,,,,,,,,,,,,,,,,,,,
kill.v.01,,Sing,3,,kill,VERB,VBD,female.n.02,nsubj,Agent,en/p62/d0784,Past,Fin,,Sing,,,Betty,PROPN,NNP,Ind,,,,,,,,,,,,,,
kill.v.01,,Sing,3,,kill,VERB,VBD,time.n.08,,Time,en/p62/d0784,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p62/d0784,,,,,,,,,,,,,,,,,,,,,,,,
high.a.02,,,,,high,ADJ,JJ,story.n.01,obl:npmod,Time,en/p62/d3296,,,,Plur,,,story,NOUN,NNS,,,,,Pos,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,,EQU,en/p62/d2047,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p62/d2047,,,,,,,,,,,,,,,,,,,,,,,,
Korean.a.01,,,,,Korean,ADJ,JJ,time.n.08,,Time,en/p62/d2047,,,,,,,,,,,,,,Pos,,,,,,,,,,
act.v.02,,,,,act,VERB,VBD,male.n.02,nsubj,Agent,en/p62/d3443,Past,Fin,Nom,Sing,3,Prs,he,PRON,PRP,Ind,Masc,,,,,,,,,,,,,
act.v.02,,,,,act,VERB,VBD,time.n.08,,Time,en/p62/d3443,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p62/d3443,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,,EQU,en/p62/d2037,,,,,,,,,,,,,,,,,,,,,,,,
spend.v.01,,,,,spend,VERB,VBD,person.n.01,nsubj,Agent,en/p62/d2037,Past,Fin,Nom,Sing,1,Prs,I,PRON,PRP,Ind,,,,,,,,,,,,,,
spend.v.01,,,,,spend,VERB,VBD,time.n.08,,Time,en/p62/d2037,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p62/d2037,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p62/d1924,,,,,,,,,,,,,,,,,,,,,,,,
allergic.a.02,,,,,allergic,ADJ,JJ,time.n.08,,Time,en/p62/d1924,,,,,,,,,,,,,,Pos,,,,,,,,,,
allergic.a.02,,,,,allergic,ADJ,JJ,latex.n.01,obl,Stimulus,en/p62/d1924,,,,Sing,,,latex,NOUN,NN,,,,,Pos,,,,,,,,,,
buy.v.01,,,,,buy,VERB,VBD,person.n.01,nsubj,Agent,en/p62/d2617,Past,Fin,Nom,Plur,3,Prs,they,PRON,PRP,Ind,,,,,,,,,,,,,,
buy.v.01,,,,,buy,VERB,VBD,time.n.08,,Time,en/p62/d2617,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
buy.v.01,,,,,buy,VERB,VBD,parrot.n.01,obj,Theme,en/p62/d2617,Past,Fin,,Sing,,,parrot,NOUN,NN,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p62/d2617,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p62/d2858,,,,,,,,,,,,,,,,,,,,,,,,
snicker.v.01,,,,,snicker,VERB,VBD,female.n.02,nsubj,Agent,en/p62/d2858,Past,Fin,,Sing,,,Tom,PROPN,NNP,Ind,,,,,,,,,,,,,,
snicker.v.01,,,,,snicker,VERB,VBD,time.n.08,,Time,en/p62/d2858,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p62/d2858,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,COBOL,PROPN,NNP,COBOL,,Name,en/p62/d1382,,,,,,,,,,,,,,,,,,,,,,,,
develop.v.01,,,,,develop,VERB,VBD,time.n.08,,Time,en/p62/d1382,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p62/d1382,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,,EQU,en/p62/d2200,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p62/d2200,,,,,,,,,,,,,,,,,,,,,,,,
allergic.a.02,,,,,allergic,ADJ,JJ,time.n.08,,Time,en/p62/d2200,,,,,,,,,,,,,,Pos,,,,,,,,,,
allergic.a.02,,,,,allergic,ADJ,JJ,corn.n.02,obl,Stimulus,en/p62/d2200,,,,Sing,,,corn,NOUN,NN,,,,,Pos,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p62/d1394,,,,,,,,,,,,,,,,,,,,,,,,
do.v.02,,Sing,3,,do,VERB,VBZ,time.n.08,,Time,en/p62/d1394,Pres,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p62/d2598,,,,,,,,,,,,,,,,,,,,,,,,
gambling.n.01,,Sing,,,gambling,NOUN,NN,time.n.08,,Time,en/p62/d2598,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Cuba,PROPN,NNP,Cuba,,Name,en/p62/d2919,,,,,,,,,,,,,,,,,,,,,,,,
like.v.02,,Sing,3,,like,VERB,VBZ,time.n.08,,Time,en/p62/d2919,Pres,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p62/d2919,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p62/d2337,,,,,,,,,,,,,,,,,,,,,,,,
escape.v.01,,,,,escape,VERB,VBD,time.n.08,,Time,en/p62/d2337,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p62/d2337,,,,,,,,,,,,,,,,,,,,,,,,
escape.v.01,,,,,escape,VERB,VBD,cat.n.01,nsubj,Theme,en/p62/d3327,Past,Fin,,Sing,,,cat,NOUN,NN,Ind,,,,,,,,,,,,,,
escape.v.01,,,,,escape,VERB,VBD,time.n.08,,Time,en/p62/d3327,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p62/d3327,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Wehkamp,PROPN,NNP,Wehkamp,,Name,en/p62/d0761,,,,,,,,,,,,,,,,,,,,,,,,
cost.n.01,,Sing,,,cost,NOUN,NN,time.n.08,,Time,en/p62/d0761,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p62/d0761,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p62/d1468,,,,,,,,,,,,,,,,,,,,,,,,
skillful.a.01,,,,,skillful,ADJ,JJ,girl.n.01,nsubj,AttributeOf,en/p62/d1468,,,,Sing,,,girl,NOUN,NN,,,,,Pos,,,,,,,,,,
skillful.a.01,,,,,skillful,ADJ,JJ,time.n.08,,Time,en/p62/d1468,,,,,,,,,,,,,,Pos,,,,,,,,,,
escape.v.01,,,,,escape,VERB,VBD,prisoner.n.01,nsubj,Theme,en/p62/d2566,Past,Fin,,Sing,,,prisoner,NOUN,NN,Ind,,,,,,,,,,,,,,
escape.v.01,,,,,escape,VERB,VBD,time.n.08,,Time,en/p62/d2566,Past,Fin,,,,,,,,Ind,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,TPR,en/p62/d2566,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p62/d2441,,,,,,,,,,,,,,,,,,,,,,,,
person.n.01,Nom,,2,Prs,you,PRON,PRP,hearer,,EQU,en/p62/d2441,,,,,,,,,,,,,,,,,,,,,,,,
drive.v.01,,,,,drive,VERB,VB,kind.n.01,obj,Theme,en/p62/d2441,,Inf,,Sing,,,kind,NOUN,NN,,,,,,,,,,,,,,,
drive.v.01,,,,,drive,VERB,VB,time.n.08,,Time,en/p62/d2441,,Inf,,,,,,,,,,,,,,,,,,,,,,
drive.v.01,,,,,drive,VERB,VB,person.n.01,nsubj,Agent,en/p62/d2441,,Inf,Nom,,2,Prs,you,PRON,PRP,,,,,,,,,,,,,,,
person.n.01,Nom,Sing,1,Prs,I,PRON,PRP,speaker,,EQU,en/p62/d0891,,,,,,,,,,,,,,,,,,,,,,,,
train.n.01,,Sing,,,train,NOUN,NN,person.n.01,nsubj,Theme,en/p62/d0891,,,Nom,Sing,1,Prs,I,PRON,PRP,,,,,,,,,,,,,,,
train.n.01,,Sing,,,train,NOUN,NN,time.n.08,,Time,en/p62/d0891,,,,,,,,,,,,,,,,,,,,,,,,
female.n.02,,Sing,,,Tom,PROPN,NNP,Tom,,Name,en/p62/d1632,,,,,,,,,,,,,,,,,,,,,,,,
time.n.08,,,,,,,,now,,EQU,en/p62/d1632,,,,,,,,,,,,,,,,,,,,,,,,
allergic.a.02,,,,,allergic,ADJ,JJ,time.n.08,,Time,en/p62/d1632,,,,,,,,,,,,,,Pos,,,,,,,,,,
allergic.a.02,,,,,allergic,ADJ,JJ,peanut.n.01,obl,Stimulus,en/p62/d1632,,,,Plur,,,peanut,NOUN,NNS,,,,,Pos,,,,,,,,,,
